PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition at 7.44 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 7.44 micromolar.
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,7.44
11017,310298888,117089983,Inactive,0,,,-0.08
11018,310298078,117089213,Inactive,0,,,-0.08
11019,310298308,117089435,Inactive,0,,,-0.08
11020,310287014,117078840,Inactive,0,,,-0.08
11021,310291200,117082775,Inactive,0,,,-0.08
11022,310291684,117083236,Inactive,0,,,-0.08
11023,310282485,117073584,Inactive,0,,,-0.08
11024,310282252,117073168,Inactive,0,,,-0.08
11025,310289144,117080849,Inactive,0,,,-0.08
11026,310289371,117081064,Inactive,0,,,-0.08
11027,310303076,117093943,Inactive,0,,,-0.08
11028,310299457,117090529,Inactive,0,,,-0.08
11029,310296431,117087668,Inactive,0,,,-0.09
11030,310302677,117093574,Inactive,0,,,-0.09
11031,310294210,117085599,Inactive,0,,,-0.09
11032,310294384,117085759,Inactive,0,,,-0.09
11033,310297507,117088678,Inactive,0,,,-0.09
11034,310293029,117084493,Inactive,0,,,-0.09
11035,310300433,117091458,Inactive,0,,,-0.09
11036,310299399,117090475,Inactive,0,,,-0.09
11037,310300414,117091439,Inactive,0,,,-0.09
11038,310288589,117080317,Inactive,0,,,-0.09
11039,310291589,117083145,Inactive,0,,,-0.09
11040,310290860,117082469,Inactive,0,,,-0.09
11041,310301126,117092119,Inactive,0,,,-0.1
11042,310302451,117093361,Inactive,0,,,-0.1
11043,310283765,117075021,Inactive,0,,,-0.1
11044,310288719,117080443,Inactive,0,,,-0.1
11045,310289598,117081280,Inactive,0,,,-0.1
11046,310303491,117094337,Inactive,0,,,-0.1
11047,310291874,117083411,Inactive,0,,,-0.1
11048,310291197,117082772,Inactive,0,,,-0.1
11049,310298394,117089517,Inactive,0,,,-0.1
11050,310298844,117089941,Inactive,0,,,-0.1
11051,310296713,117087930,Inactive,0,,,-0.1
11052,310302581,117093485,Inactive,0,,,-0.1
11053,310292092,117083615,Inactive,0,,,-0.11
11054,310293140,117084597,Inactive,0,,,-0.11
11055,310299053,117090143,Inactive,0,,,-0.11
11056,310284750,117076146,Inactive,0,,,-0.11
11057,310296514,117087746,Inactive,0,,,-0.11
11058,310290675,117082295,Inactive,0,,,-0.11
11059,310291364,117082932,Inactive,0,,,-0.11
11060,310285049,117076361,Inactive,0,,,-0.12
11061,310303735,117094562,Inactive,0,,,-0.12
11062,310299550,117090619,Inactive,0,,,-0.12
11063,310291661,117083214,Inactive,0,,,-0.12
11064,310291112,117082698,Inactive,0,,,-0.12
11065,310292857,117084337,Inactive,0,,,-0.12
11066,310292628,117084120,Inactive,0,,,-0.12
11067,310300622,117091636,Inactive,0,,,-0.13
11068,310300473,117091496,Inactive,0,,,-0.13
11069,310283953,59588089,Inactive,0,,,-0.13
11070,310284362,117075676,Inactive,0,,,-0.13
11071,310295416,117086717,Inactive,0,,,-0.13
11072,310290263,117081911,Inactive,0,,,-0.13
11073,310290851,117082460,Inactive,0,,,-0.13
11074,310286113,117077647,Inactive,0,,,-0.13
11075,310291341,117082911,Inactive,0,,,-0.13
11076,310290000,117081669,Inactive,0,,,-0.14
11077,310301136,117092129,Inactive,0,,,-0.14
11078,310299119,117090205,Inactive,0,,,-0.14
11079,310296724,117087808,Inactive,0,,,-0.14
11080,310296853,117088058,Inactive,0,,,-0.14
11081,310302298,117093219,Inactive,0,,,-0.14
11082,310288274,117080017,Inactive,0,,,-0.15
11083,310300708,117091718,Inactive,0,,,-0.15
11084,310282884,117073945,Inactive,0,,,-0.15
11085,310286367,117077997,Inactive,0,,,-0.15
11086,310290332,117081973,Inactive,0,,,-0.15
11087,310289534,117081219,Inactive,0,,,-0.15
11088,310297337,117088517,Inactive,0,,,-0.15
11089,310282448,117073520,Inactive,0,,,-0.15
11090,310291612,117083166,Inactive,0,,,-0.16
11091,310288946,117080659,Inactive,0,,,-0.16
11092,310289032,117080742,Inactive,0,,,-0.16
11093,310302005,117092949,Inactive,0,,,-0.16
11094,310293062,117084525,Inactive,0,,,-0.16
11095,310288290,117080033,Inactive,0,,,-0.16
11096,310283194,117074365,Inactive,0,,,-0.17
11097,310295149,117086467,Inactive,0,,,-0.17
11098,310289497,117081184,Inactive,0,,,-0.17
11099,310297263,117088446,Inactive,0,,,-0.17
11100,310297073,117088266,Inactive,0,,,-0.17
11101,310288504,117080236,Inactive,0,,,-0.17
11102,310290012,117081681,Inactive,0,,,-0.17
11103,310291576,117083132,Inactive,0,,,-0.18
11104,310287835,117079612,Inactive,0,,,-0.18
11105,310288835,9861203,Inactive,0,,,-0.18
11106,310293418,117084854,Inactive,0,,,-0.18
11107,310292625,117084117,Inactive,0,,,-0.18
11108,310297817,117088972,Inactive,0,,,-0.18
11109,310300600,117091614,Inactive,0,,,-0.19
11110,310300772,117091781,Inactive,0,,,-0.19
11111,310300644,117091656,Inactive,0,,,-0.19
11112,310285603,117077110,Inactive,0,,,-0.19
11113,310285771,117077309,Inactive,0,,,-0.19
11114,310284996,117076295,Inactive,0,,,-0.19
11115,310284212,117075464,Inactive,0,,,-0.19
11116,310283602,117074910,Inactive,0,,,-0.19
11117,310296004,117087269,Inactive,0,,,-0.19
11118,310290166,117081824,Inactive,0,,,-0.19
11119,310290528,117082157,Inactive,0,,,-0.19
11120,310291607,117083162,Inactive,0,,,-0.19
11121,310292009,117083539,Inactive,0,,,-0.19
11122,310289962,117081631,Inactive,0,,,-0.19
11123,310298529,117089646,Inactive,0,,,-0.19
11124,310298898,117089992,Inactive,0,,,-0.2
11125,310297532,117088702,Inactive,0,,,-0.2
11126,310300821,117091829,Inactive,0,,,-0.2
11127,310283919,59588083,Inactive,0,,,-0.21
11128,310294819,24803402,Inactive,0,,,-0.21
11129,310295778,117087055,Inactive,0,,,-0.21
11130,310283983,117075180,Inactive,0,,,-0.21
11131,310288586,117080314,Inactive,0,,,-0.21
11132,310288214,117079958,Inactive,0,,,-0.21
11133,310299923,117090973,Inactive,0,,,-0.22
11134,310299560,117090628,Inactive,0,,,-0.22
11135,310298963,117090055,Inactive,0,,,-0.22
11136,310292997,117083725,Inactive,0,,,-0.22
11137,310288045,117079802,Inactive,0,,,-0.22
11138,310287715,117079503,Inactive,0,,,-0.22
11139,310297559,117088725,Inactive,0,,,-0.22
11140,310303288,117094142,Inactive,0,,,-0.22
11141,310302413,20060269,Inactive,0,,,-0.22
11142,310293335,117084774,Inactive,0,,,-0.22
11143,310292852,117084332,Inactive,0,,,-0.22
11144,310300220,62241122,Inactive,0,,,-0.22
11145,310295443,22692671,Inactive,0,,,-0.23
11146,310289327,117081023,Inactive,0,,,-0.23
11147,310290617,117082240,Inactive,0,,,-0.23
11148,310282368,117073376,Inactive,0,,,-0.23
11149,310282157,117072988,Inactive,0,,,-0.23
11150,310298539,117089655,Inactive,0,,,-0.23
11151,310289356,62203834,Inactive,0,,,-0.23
11152,310303244,117094103,Inactive,0,,,-0.23
11153,310303327,117094180,Inactive,0,,,-0.23
11154,310303858,117094678,Inactive,0,,,-0.23
11155,310303592,117094431,Inactive,0,,,-0.24
11156,310302586,69630930,Inactive,0,,,-0.24
11157,310285630,117077143,Inactive,0,,,-0.24
11158,310294532,117085901,Inactive,0,,,-0.24
11159,310294763,117086110,Inactive,0,,,-0.24
11160,310283841,117075074,Inactive,0,,,-0.24
11161,310288063,117079818,Inactive,0,,,-0.25
11162,310303729,83729559,Inactive,0,,,-0.25
11163,310299744,117090802,Inactive,0,,,-0.25
11164,310299285,117090365,Inactive,0,,,-0.25
11165,310287473,117079291,Inactive,0,,,-0.25
11166,310296963,117088163,Inactive,0,,,-0.26
11167,310297123,117088313,Inactive,0,,,-0.26
11168,310295671,117086960,Inactive,0,,,-0.26
11169,310300677,117091688,Inactive,0,,,-0.26
11170,310300908,117091912,Inactive,0,,,-0.26
11171,310292251,117083762,Inactive,0,,,-0.26
11172,310291499,117083060,Inactive,0,,,-0.26
11173,310288686,117080411,Inactive,0,,,-0.27
11174,310303206,117094067,Inactive,0,,,-0.27
11175,310299797,117090854,Inactive,0,,,-0.27
11176,310287866,117079639,Inactive,0,,,-0.27
11177,162008196,71295835,Inactive,0,,,-0.27
11178,310290085,117081749,Inactive,0,,,-0.27
11179,310291557,117083117,Inactive,0,,,-0.27
11180,310296153,117087408,Inactive,0,,,-0.28
11181,310296996,117088194,Inactive,0,,,-0.28
11182,310296625,117087846,Inactive,0,,,-0.28
11183,310285207,117076592,Inactive,0,,,-0.28
11184,310283489,117074789,Inactive,0,,,-0.28
11185,310294111,117085502,Inactive,0,,,-0.28
11186,310290209,117081862,Inactive,0,,,-0.28
11187,310290522,117082151,Inactive,0,,,-0.28
11188,310290998,117082593,Inactive,0,,,-0.28
11189,310300276,117091308,Inactive,0,,,-0.28
11190,310289238,80802986,Inactive,0,,,-0.29
11191,310291268,117082839,Inactive,0,,,-0.29
11192,310303113,117093977,Inactive,0,,,-0.29
11193,310299137,117090223,Inactive,0,,,-0.29
11194,310298893,117089987,Inactive,0,,,-0.29
11195,310298506,117089624,Inactive,0,,,-0.29
11196,310298456,117089575,Inactive,0,,,-0.29
11197,310287407,117079229,Inactive,0,,,-0.29
11198,310288042,80794865,Inactive,0,,,-0.29
11199,310297372,117088548,Inactive,0,,,-0.29
11200,310297694,117088856,Inactive,0,,,-0.29
11201,310297653,117088816,Inactive,0,,,-0.29
11202,310298634,117089745,Inactive,0,,,-0.29
11203,310296939,84506652,Inactive,0,,,-0.3
11204,310296527,117087757,Inactive,0,,,-0.3
11205,310302526,9011233,Inactive,0,,,-0.3
11206,310301902,117092852,Inactive,0,,,-0.3
11207,310291748,117083293,Inactive,0,,,-0.3
11208,310285262,117076663,Inactive,0,,,-0.3
11209,310284733,117076133,Inactive,0,,,-0.3
11210,310295841,117087115,Inactive,0,,,-0.3
11211,310297500,117088671,Inactive,0,,,-0.3
11212,310298610,117089722,Inactive,0,,,-0.3
11213,310298236,117089366,Inactive,0,,,-0.3
11214,310300231,15539232,Inactive,0,,,-0.3
11215,310288072,117079825,Inactive,0,,,-0.3
11216,310288150,117079898,Inactive,0,,,-0.31
11217,310287255,117079088,Inactive,0,,,-0.31
11218,310297292,117088475,Inactive,0,,,-0.31
11219,310297128,117088318,Inactive,0,,,-0.31
11220,310296528,117087758,Inactive,0,,,-0.31
11221,310301750,117092710,Inactive,0,,,-0.32
11222,310294918,117086254,Inactive,0,,,-0.32
11223,310294591,11551282,Inactive,0,,,-0.32
11224,310293970,117085366,Inactive,0,,,-0.32
11225,310293509,117084936,Inactive,0,,,-0.32
11226,310283526,117074833,Inactive,0,,,-0.32
11227,310284514,117075892,Inactive,0,,,-0.32
11228,310282066,117072811,Inactive,0,,,-0.32
11229,310284081,117075293,Inactive,0,,,-0.32
11230,310292410,117083916,Inactive,0,,,-0.32
11231,310291271,117082842,Inactive,0,,,-0.32
11232,310290552,117082181,Inactive,0,,,-0.32
11233,310287090,117078936,Inactive,0,,,-0.33
11234,310287221,117079058,Inactive,0,,,-0.33
11235,310286940,117078781,Inactive,0,,,-0.33
11236,310298974,117090066,Inactive,0,,,-0.33
11237,310290436,117082067,Inactive,0,,,-0.33
11238,310291990,117083523,Inactive,0,,,-0.33
11239,310296760,117087972,Inactive,0,,,-0.33
11240,310296667,117087884,Inactive,0,,,-0.33
11241,310297602,117088767,Inactive,0,,,-0.33
11242,310301167,84506637,Inactive,0,,,-0.34
11243,310302141,117093072,Inactive,0,,,-0.34
11244,310294413,117085787,Inactive,0,,,-0.34
11245,310293204,117084655,Inactive,0,,,-0.34
11246,310294766,117086113,Inactive,0,,,-0.34
11247,310285119,117076468,Inactive,0,,,-0.34
11248,310283569,44236950,Inactive,0,,,-0.34
11249,310284150,117075381,Inactive,0,,,-0.34
11250,310284078,117075290,Inactive,0,,,-0.34
11251,310293288,117084732,Inactive,0,,,-0.34
11252,310300980,117091982,Inactive,0,,,-0.34
11253,310299694,117090755,Inactive,0,,,-0.34
11254,310285552,117077040,Inactive,0,,,-0.34
11255,310298018,117089156,Inactive,0,,,-0.35
11256,310299264,112915475,Inactive,0,,,-0.35
11257,310291540,117083100,Inactive,0,,,-0.35
11258,310302680,55719877,Inactive,0,,,-0.35
11259,310302513,117093420,Inactive,0,,,-0.35
11260,310283859,117075089,Inactive,0,,,-0.35
11261,310282715,117073807,Inactive,0,,,-0.35
11262,310282016,117072713,Inactive,0,,,-0.35
11263,310293222,117084669,Inactive,0,,,-0.35
11264,310301632,117092601,Inactive,0,,,-0.36
11265,310292931,117084405,Inactive,0,,,-0.36
11266,310289297,117080993,Inactive,0,,,-0.36
11267,310303627,117094463,Inactive,0,,,-0.36
11268,310288843,117080560,Inactive,0,,,-0.36
11269,310299731,117090791,Inactive,0,,,-0.36
11270,310299141,117090227,Inactive,0,,,-0.36
11271,310299834,117090890,Inactive,0,,,-0.36
11272,310297488,117088659,Inactive,0,,,-0.37
11273,310297422,117088596,Inactive,0,,,-0.37
11274,310291717,117083263,Inactive,0,,,-0.37
11275,310296042,117087304,Inactive,0,,,-0.37
11276,310283725,117074992,Inactive,0,,,-0.37
11277,310294546,117085913,Inactive,0,,,-0.37
11278,310293192,117084643,Inactive,0,,,-0.37
11279,310295121,117086440,Inactive,0,,,-0.38
11280,310289625,117081306,Inactive,0,,,-0.38
11281,310290109,117081771,Inactive,0,,,-0.38
11282,310288097,117079850,Inactive,0,,,-0.38
11283,310289476,117081163,Inactive,0,,,-0.38
11284,310297335,117088515,Inactive,0,,,-0.38
11285,310298945,117090037,Inactive,0,,,-0.38
11286,310297072,117088265,Inactive,0,,,-0.38
11287,310300162,117091198,Inactive,0,,,-0.38
11288,310300774,117091783,Inactive,0,,,-0.38
11289,310286622,117078427,Inactive,0,,,-0.38
11290,310291593,117083149,Inactive,0,,,-0.38
11291,310282926,117073833,Inactive,0,,,-0.39
11292,310295456,117086755,Inactive,0,,,-0.39
11293,310290772,117082386,Inactive,0,,,-0.4
11294,310290978,117082575,Inactive,0,,,-0.4
11295,310289522,117081207,Inactive,0,,,-0.4
11296,310288106,117079857,Inactive,0,,,-0.4
11297,310298146,117089281,Inactive,0,,,-0.4
11298,310300779,117091788,Inactive,0,,,-0.4
11299,310299977,117091025,Inactive,0,,,-0.4
11300,310299506,117090576,Inactive,0,,,-0.4
11301,310283100,117074197,Inactive,0,,,-0.41
11302,310283003,117074040,Inactive,0,,,-0.41
11303,310297608,117088773,Inactive,0,,,-0.41
11304,310296994,117088192,Inactive,0,,,-0.41
11305,310296979,15363356,Inactive,0,,,-0.41
11306,310285445,117076916,Inactive,0,,,-0.41
11307,310285772,117077310,Inactive,0,,,-0.41
11308,310283205,117074381,Inactive,0,,,-0.41
11309,310293253,117084700,Inactive,0,,,-0.41
11310,310293746,117085158,Inactive,0,,,-0.41
11311,310295944,117087212,Inactive,0,,,-0.41
11312,310290471,117082102,Inactive,0,,,-0.41
11313,310303351,28376105,Inactive,0,,,-0.42
11314,310285730,117077272,Inactive,0,,,-0.42
11315,310299642,117090704,Inactive,0,,,-0.42
11316,310282162,117072998,Inactive,0,,,-0.43
11317,310284978,135486399,Inactive,0,,,-0.43
11318,310285909,117077417,Inactive,0,,,-0.43
11319,310283083,117074166,Inactive,0,,,-0.43
11320,310296037,117087299,Inactive,0,,,-0.43
11321,310296941,117088142,Inactive,0,,,-0.43
11322,310293534,117084961,Inactive,0,,,-0.43
11323,310298463,117089582,Inactive,0,,,-0.43
11324,310292018,117083546,Inactive,0,,,-0.43
11325,310295753,117087034,Inactive,0,,,-0.43
11326,310290214,117081867,Inactive,0,,,-0.43
11327,310286059,117077562,Inactive,0,,,-0.43
11328,310287910,117079677,Inactive,0,,,-0.44
11329,310287931,117079698,Inactive,0,,,-0.44
11330,310288792,117080513,Inactive,0,,,-0.44
11331,310291423,117082989,Inactive,0,,,-0.44
11332,310291705,117083253,Inactive,0,,,-0.44
11333,310300230,117091264,Inactive,0,,,-0.44
11334,310284942,117076265,Inactive,0,,,-0.45
11335,310282703,10286651,Inactive,0,,,-0.45
11336,310303004,117093878,Inactive,0,,,-0.45
11337,310295696,117086982,Inactive,0,,,-0.45
11338,310292643,117084132,Inactive,0,,,-0.45
11339,310290687,117082307,Inactive,0,,,-0.45
11340,310303769,117094593,Inactive,0,,,-0.45
11341,310287844,40011507,Inactive,0,,,-0.45
11342,310288726,117080450,Inactive,0,,,-0.45
11343,310291582,117083138,Inactive,0,,,-0.46
11344,310300267,117091299,Inactive,0,,,-0.46
11345,310300484,117091505,Inactive,0,,,-0.46
11346,310283324,117074585,Inactive,0,,,-0.46
11347,310284197,117075439,Inactive,0,,,-0.47
11348,310283203,117074378,Inactive,0,,,-0.47
11349,310295743,117087025,Inactive,0,,,-0.47
11350,310290933,117082535,Inactive,0,,,-0.47
11351,310290498,117082128,Inactive,0,,,-0.47
11352,310303784,117094606,Inactive,0,,,-0.47
11353,310303581,117094420,Inactive,0,,,-0.47
11354,310287880,117079651,Inactive,0,,,-0.47
11355,310288626,117080200,Inactive,0,,,-0.47
11356,310301660,117092628,Inactive,0,,,-0.47
11357,310300851,117091857,Inactive,0,,,-0.48
11358,310291129,117082711,Inactive,0,,,-0.48
11359,310285361,117076792,Inactive,0,,,-0.48
11360,310297557,117088724,Inactive,0,,,-0.49
11361,310298825,117089923,Inactive,0,,,-0.49
11362,310297157,117088344,Inactive,0,,,-0.49
11363,310300478,117091366,Inactive,0,,,-0.49
11364,310302172,117093102,Inactive,0,,,-0.49
11365,310302035,117092979,Inactive,0,,,-0.49
11366,310303142,117094005,Inactive,0,,,-0.49
11367,310289856,117081528,Inactive,0,,,-0.49
11368,310295977,117087243,Inactive,0,,,-0.49
11369,310295342,117086650,Inactive,0,,,-0.49
11370,310292072,117083598,Inactive,0,,,-0.49
11371,310292574,117084071,Inactive,0,,,-0.49
11372,310291327,117082897,Inactive,0,,,-0.49
11373,310291579,117083135,Inactive,0,,,-0.49
11374,310291225,117082800,Inactive,0,,,-0.49
11375,310287806,117079585,Inactive,0,,,-0.49
11376,310301446,117092425,Inactive,0,,,-0.49
11377,310298468,117089587,Inactive,0,,,-0.5
11378,310299751,117090808,Inactive,0,,,-0.5
11379,310300657,117091669,Inactive,0,,,-0.5
11380,310300579,117091595,Inactive,0,,,-0.5
11381,310300300,117091331,Inactive,0,,,-0.5
11382,310285931,117077434,Inactive,0,,,-0.5
11383,310286504,117078216,Inactive,0,,,-0.5
11384,310285642,117077157,Inactive,0,,,-0.5
11385,310286116,117077653,Inactive,0,,,-0.5
11386,310296543,117087770,Inactive,0,,,-0.51
11387,310302138,117093069,Inactive,0,,,-0.51
11388,310303865,117094685,Inactive,0,,,-0.51
11389,310289098,117080804,Inactive,0,,,-0.51
11390,310297485,117088656,Inactive,0,,,-0.51
11391,310297987,117089128,Inactive,0,,,-0.51
11392,310295133,109165230,Inactive,0,,,-0.51
11393,310294315,117085696,Inactive,0,,,-0.51
11394,310290877,117082483,Inactive,0,,,-0.51
11395,310287411,117079233,Inactive,0,,,-0.51
11396,310301232,117092219,Inactive,0,,,-0.51
11397,310298206,117089338,Inactive,0,,,-0.52
11398,310285256,117076655,Inactive,0,,,-0.52
11399,310283601,117074909,Inactive,0,,,-0.52
11400,310288948,117080661,Inactive,0,,,-0.52
11401,310297638,117088801,Inactive,0,,,-0.52
11402,310297143,117088332,Inactive,0,,,-0.52
11403,310302715,117093611,Inactive,0,,,-0.52
11404,310290517,117082146,Inactive,0,,,-0.53
11405,310287321,117079150,Inactive,0,,,-0.53
11406,310287916,117079683,Inactive,0,,,-0.53
11407,310291999,117083530,Inactive,0,,,-0.53
11408,310299068,117090157,Inactive,0,,,-0.53
11409,310298768,117089870,Inactive,0,,,-0.53
11410,310299514,117090583,Inactive,0,,,-0.54
11411,310300205,117091240,Inactive,0,,,-0.54
11412,310297651,117088814,Inactive,0,,,-0.54
11413,310286575,117078336,Inactive,0,,,-0.54
11414,310284301,117075592,Inactive,0,,,-0.54
11415,310284498,117075864,Inactive,0,,,-0.54
11416,310284066,117075273,Inactive,0,,,-0.54
11417,310288678,117080403,Inactive,0,,,-0.54
11418,310302469,117093379,Inactive,0,,,-0.54
11419,310292674,117084163,Inactive,0,,,-0.54
11420,310291027,117082621,Inactive,0,,,-0.54
11421,310303695,117094526,Inactive,0,,,-0.54
11422,310295263,117086576,Inactive,0,,,-0.55
11423,310295986,117087251,Inactive,0,,,-0.55
11424,310295520,117086816,Inactive,0,,,-0.55
11425,310287142,117078983,Inactive,0,,,-0.55
11426,310293940,117085340,Inactive,0,,,-0.55
11427,310298827,117089924,Inactive,0,,,-0.55
11428,310298889,117089984,Inactive,0,,,-0.55
11429,310299004,117090095,Inactive,0,,,-0.55
11430,310300900,117091904,Inactive,0,,,-0.56
11431,310286643,117078467,Inactive,0,,,-0.56
11432,310286839,67107294,Inactive,0,,,-0.56
11433,310287660,3158136,Inactive,0,,,-0.56
11434,310284336,117075641,Inactive,0,,,-0.56
11435,310297182,117088369,Inactive,0,,,-0.56
11436,310288270,117080013,Inactive,0,,,-0.56
11437,310289691,117081370,Inactive,0,,,-0.56
11438,310302525,117093432,Inactive,0,,,-0.56
11439,310287791,117079571,Inactive,0,,,-0.56
11440,310288113,62203334,Inactive,0,,,-0.56
11441,310295411,117086712,Inactive,0,,,-0.56
11442,310290829,117082440,Inactive,0,,,-0.56
11443,310289868,117081540,Inactive,0,,,-0.56
11444,310289160,117080864,Inactive,0,,,-0.56
11445,310291912,117083447,Inactive,0,,,-0.57
11446,310291609,117083164,Inactive,0,,,-0.57
11447,310294119,117085510,Inactive,0,,,-0.57
11448,310294562,112919668,Inactive,0,,,-0.57
11449,310294574,117085938,Inactive,0,,,-0.57
11450,310293827,117085235,Inactive,0,,,-0.57
11451,310292700,117084187,Inactive,0,,,-0.57
11452,310293640,117085059,Inactive,0,,,-0.57
11453,310283308,117074561,Inactive,0,,,-0.57
11454,310282471,117073558,Inactive,0,,,-0.57
11455,310299035,117090125,Inactive,0,,,-0.57
11456,310291643,117083196,Inactive,0,,,-0.58
11457,310285120,117076470,Inactive,0,,,-0.58
11458,310287261,117079094,Inactive,0,,,-0.58
11459,310287319,117079148,Inactive,0,,,-0.58
11460,310290222,117081875,Inactive,0,,,-0.58
11461,310293589,117085011,Inactive,0,,,-0.58
11462,310291322,117082892,Inactive,0,,,-0.59
11463,310282118,117072913,Inactive,0,,,-0.59
11464,310283231,117074427,Inactive,0,,,-0.59
11465,310298752,117089854,Inactive,0,,,-0.59
11466,310298995,117090086,Inactive,0,,,-0.59
11467,310286252,117077827,Inactive,0,,,-0.59
11468,310297037,117088232,Inactive,0,,,-0.59
11469,310297134,117088324,Inactive,0,,,-0.59
11470,310297541,84486368,Inactive,0,,,-0.59
11471,310287475,117079293,Inactive,0,,,-0.6
11472,310287611,117079413,Inactive,0,,,-0.6
11473,310302837,117093723,Inactive,0,,,-0.6
11474,310295017,117086341,Inactive,0,,,-0.6
11475,310294362,117085739,Inactive,0,,,-0.6
11476,310294966,117086297,Inactive,0,,,-0.6
11477,310291669,117083222,Inactive,0,,,-0.61
11478,310291233,117082806,Inactive,0,,,-0.61
11479,310291504,117083065,Inactive,0,,,-0.61
11480,310286105,117077638,Inactive,0,,,-0.61
11481,310286966,117078804,Inactive,0,,,-0.61
11482,310286970,67108096,Inactive,0,,,-0.61
11483,310302423,117093337,Inactive,0,,,-0.61
11484,310300076,117091118,Inactive,0,,,-0.61
11485,310297934,117089080,Inactive,0,,,-0.61
11486,310285223,117076610,Inactive,0,,,-0.62
11487,310283679,117074962,Inactive,0,,,-0.62
11488,310285321,117076730,Inactive,0,,,-0.62
11489,310285618,117077130,Inactive,0,,,-0.62
11490,310291161,117082740,Inactive,0,,,-0.62
11491,310296340,117087584,Inactive,0,,,-0.62
11492,310296113,117087369,Inactive,0,,,-0.62
11493,310302308,117093228,Inactive,0,,,-0.62
11494,310290866,117082475,Inactive,0,,,-0.62
11495,310292858,117084338,Inactive,0,,,-0.62
11496,310293076,117084537,Inactive,0,,,-0.62
11497,310291667,117083220,Inactive,0,,,-0.63
11498,310302070,90510316,Inactive,0,,,-0.63
11499,310300059,117091103,Inactive,0,,,-0.63
11500,310283097,117074192,Inactive,0,,,-0.63
11501,310288193,117079939,Inactive,0,,,-0.63
11502,310287842,117079619,Inactive,0,,,-0.64
11503,310303269,117094125,Inactive,0,,,-0.64
11504,310296654,117087873,Inactive,0,,,-0.64
11505,310296482,117087715,Inactive,0,,,-0.64
11506,310296761,117087973,Inactive,0,,,-0.64
11507,310295654,117086943,Inactive,0,,,-0.64
11508,310303044,117093914,Inactive,0,,,-0.64
11509,310290821,117082432,Inactive,0,,,-0.64
11510,310289644,117081325,Inactive,0,,,-0.64
11511,310293147,117084604,Inactive,0,,,-0.64
11512,310283228,117074422,Inactive,0,,,-0.64
11513,310282696,117073794,Inactive,0,,,-0.64
11514,310282554,117073679,Inactive,0,,,-0.64
11515,310299348,117090425,Inactive,0,,,-0.65
11516,310298041,117089178,Inactive,0,,,-0.65
11517,310286989,117078822,Inactive,0,,,-0.65
11518,310298119,117089254,Inactive,0,,,-0.65
11519,310291174,117082752,Inactive,0,,,-0.65
11520,310285501,117076982,Inactive,0,,,-0.65
11521,310285757,117077298,Inactive,0,,,-0.65
11522,310288764,117080487,Inactive,0,,,-0.65
11523,310289085,117080793,Inactive,0,,,-0.65
11524,310300352,117091379,Inactive,0,,,-0.65
11525,310287930,117079697,Inactive,0,,,-0.65
11526,310287683,117079475,Inactive,0,,,-0.65
11527,310287590,117079396,Inactive,0,,,-0.65
11528,310302968,117093847,Inactive,0,,,-0.66
11529,310294214,117085602,Inactive,0,,,-0.66
11530,310294527,117085897,Inactive,0,,,-0.66
11531,310291092,117082679,Inactive,0,,,-0.66
11532,310290295,117081940,Inactive,0,,,-0.66
11533,310286587,117078359,Inactive,0,,,-0.66
11534,310298166,117089300,Inactive,0,,,-0.66
11535,310299961,117091010,Inactive,0,,,-0.66
11536,310299790,117090847,Inactive,0,,,-0.66
11537,310301298,117092282,Inactive,0,,,-0.67
11538,310288681,117080406,Inactive,0,,,-0.67
11539,310287186,117079025,Inactive,0,,,-0.67
11540,310288082,117079835,Inactive,0,,,-0.67
11541,310300418,117091443,Inactive,0,,,-0.67
11542,310303153,117094016,Inactive,0,,,-0.67
11543,310294332,117085712,Inactive,0,,,-0.68
11544,310295877,117087150,Inactive,0,,,-0.68
11545,310290944,117082545,Inactive,0,,,-0.68
11546,310297086,117088278,Inactive,0,,,-0.68
11547,310294115,117085506,Inactive,0,,,-0.68
11548,310293212,117084662,Inactive,0,,,-0.68
11549,310292195,26695446,Inactive,0,,,-0.68
11550,310288683,117080408,Inactive,0,,,-0.69
11551,310289884,117081556,Inactive,0,,,-0.69
11552,310288665,117080391,Inactive,0,,,-0.69
11553,310287442,117079262,Inactive,0,,,-0.69
11554,310303538,117094379,Inactive,0,,,-0.69
11555,310294967,117086298,Inactive,0,,,-0.7
11556,310295823,117087098,Inactive,0,,,-0.7
11557,310295404,117086705,Inactive,0,,,-0.7
11558,310295330,117086638,Inactive,0,,,-0.7
11559,310296564,117087790,Inactive,0,,,-0.7
11560,310282644,117073753,Inactive,0,,,-0.7
11561,310282133,117072940,Inactive,0,,,-0.7
11562,310299045,117090135,Inactive,0,,,-0.7
11563,310288915,117080629,Inactive,0,,,-0.71
11564,310288852,117080569,Inactive,0,,,-0.71
11565,310289722,117081401,Inactive,0,,,-0.71
