PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition at 7.44 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 7.44 micromolar.
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,7.44
11566,310285068,117076391,Inactive,0,,,-0.71
11567,310282502,136962122,Inactive,0,,,-0.71
11568,310288848,117080565,Inactive,0,,,-0.71
11569,310287694,117079484,Inactive,0,,,-0.71
11570,310287783,117079111,Inactive,0,,,-0.71
11571,310300794,117091802,Inactive,0,,,-0.71
11572,310290738,117082356,Inactive,0,,,-0.72
11573,310302985,117093862,Inactive,0,,,-0.72
11574,310302892,117093774,Inactive,0,,,-0.72
11575,310282059,117072797,Inactive,0,,,-0.72
11576,310286974,117078809,Inactive,0,,,-0.72
11577,310286223,117077787,Inactive,0,,,-0.72
11578,310291544,117083104,Inactive,0,,,-0.72
11579,310291414,117082980,Inactive,0,,,-0.72
11580,310292476,117083978,Inactive,0,,,-0.72
11581,310294088,117085479,Inactive,0,,,-0.72
11582,310288153,117079901,Inactive,0,,,-0.73
11583,310289109,117080815,Inactive,0,,,-0.73
11584,310289988,117081657,Inactive,0,,,-0.73
11585,310288565,117080294,Inactive,0,,,-0.73
11586,310291069,117082660,Inactive,0,,,-0.73
11587,310285998,117077486,Inactive,0,,,-0.73
11588,310285814,57403022,Inactive,0,,,-0.73
11589,310284462,117075812,Inactive,0,,,-0.73
11590,310283971,135463585,Inactive,0,,,-0.73
11591,310303855,117094675,Inactive,0,,,-0.73
11592,310299016,117090107,Inactive,0,,,-0.73
11593,310289176,117080880,Inactive,0,,,-0.73
11594,310289976,117081645,Inactive,0,,,-0.73
11595,310290508,117082138,Inactive,0,,,-0.73
11596,310289217,54090066,Inactive,0,,,-0.73
11597,310290311,117081955,Inactive,0,,,-0.73
11598,310296416,117087654,Inactive,0,,,-0.73
11599,310297882,117089033,Inactive,0,,,-0.73
11600,310294348,117085727,Inactive,0,,,-0.74
11601,310294457,117085828,Inactive,0,,,-0.74
11602,310299020,117090111,Inactive,0,,,-0.74
11603,310299464,117090536,Inactive,0,,,-0.74
11604,310293812,117085220,Inactive,0,,,-0.74
11605,310287415,117079236,Inactive,0,,,-0.75
11606,310283788,44236945,Inactive,0,,,-0.75
11607,310285790,136030637,Inactive,0,,,-0.75
11608,310283328,117074589,Inactive,0,,,-0.75
11609,310290403,80772517,Inactive,0,,,-0.75
11610,310291753,117083298,Inactive,0,,,-0.75
11611,310293014,117084479,Inactive,0,,,-0.75
11612,310291070,117082661,Inactive,0,,,-0.75
11613,310300052,112894419,Inactive,0,,,-0.75
11614,310286464,117078150,Inactive,0,,,-0.75
11615,310290310,117081954,Inactive,0,,,-0.75
11616,310290984,117082580,Inactive,0,,,-0.75
11617,310298343,117089468,Inactive,0,,,-0.76
11618,310297736,117088894,Inactive,0,,,-0.76
11619,310291229,42845328,Inactive,0,,,-0.76
11620,310287330,117079159,Inactive,0,,,-0.76
11621,310288222,117079966,Inactive,0,,,-0.76
11622,310289231,117080932,Inactive,0,,,-0.76
11623,310289256,117080954,Inactive,0,,,-0.76
11624,310284391,117075708,Inactive,0,,,-0.76
11625,310297801,117088957,Inactive,0,,,-0.77
11626,310297402,117088577,Inactive,0,,,-0.77
11627,310299214,117090298,Inactive,0,,,-0.77
11628,310291894,117083429,Inactive,0,,,-0.77
11629,310291147,60726746,Inactive,0,,,-0.77
11630,310294605,117085965,Inactive,0,,,-0.77
11631,310295167,117086482,Inactive,0,,,-0.77
11632,310296825,117088033,Inactive,0,,,-0.77
11633,310297148,117088336,Inactive,0,,,-0.78
11634,310287402,117079225,Inactive,0,,,-0.78
11635,310289587,117081269,Inactive,0,,,-0.78
11636,310303103,117093969,Inactive,0,,,-0.78
11637,310298248,117089378,Inactive,0,,,-0.79
11638,310282121,117072918,Inactive,0,,,-0.79
11639,310295279,117086590,Inactive,0,,,-0.79
11640,310290179,117081836,Inactive,0,,,-0.79
11641,310290484,117082115,Inactive,0,,,-0.79
11642,310299608,117090674,Inactive,0,,,-0.8
11643,310299162,117090248,Inactive,0,,,-0.8
11644,310293947,117085346,Inactive,0,,,-0.8
11645,310294053,117085445,Inactive,0,,,-0.8
11646,310289475,117081162,Inactive,0,,,-0.8
11647,310283064,117074134,Inactive,0,,,-0.8
11648,310283067,117074138,Inactive,0,,,-0.8
11649,310303180,117094042,Inactive,0,,,-0.8
11650,310283415,117074697,Inactive,0,,,-0.81
11651,310283085,117074170,Inactive,0,,,-0.81
11652,310298896,117089990,Inactive,0,,,-0.81
11653,310298952,117090044,Inactive,0,,,-0.81
11654,310300035,117091080,Inactive,0,,,-0.81
11655,310296144,117087399,Inactive,0,,,-0.81
11656,310296597,117087821,Inactive,0,,,-0.81
11657,310296753,117087965,Inactive,0,,,-0.81
11658,310303129,117093992,Inactive,0,,,-0.81
11659,310293127,117084585,Inactive,0,,,-0.82
11660,310292457,117083962,Inactive,0,,,-0.82
11661,310293577,117085000,Inactive,0,,,-0.82
11662,310287080,117078927,Inactive,0,,,-0.82
11663,310287888,117079658,Inactive,0,,,-0.82
11664,310289928,117081598,Inactive,0,,,-0.82
11665,310288791,117080512,Inactive,0,,,-0.82
11666,310284504,117075875,Inactive,0,,,-0.82
11667,310286835,117078696,Inactive,0,,,-0.82
11668,310285737,117077279,Inactive,0,,,-0.82
11669,310283992,117075187,Inactive,0,,,-0.82
11670,310290319,117081963,Inactive,0,,,-0.83
11671,310300564,117091580,Inactive,0,,,-0.83
11672,310301891,117092841,Inactive,0,,,-0.83
11673,310300260,117091292,Inactive,0,,,-0.83
11674,310302687,117093583,Inactive,0,,,-0.83
11675,310297453,117088624,Inactive,0,,,-0.83
11676,310298071,117089207,Inactive,0,,,-0.83
11677,310291961,117083496,Inactive,0,,,-0.84
11678,310293348,117084785,Inactive,0,,,-0.84
11679,310284799,117076176,Inactive,0,,,-0.84
11680,310303625,117094461,Inactive,0,,,-0.84
11681,310286172,117077722,Inactive,0,,,-0.84
11682,310286923,117078768,Inactive,0,,,-0.84
11683,310297275,117088458,Inactive,0,,,-0.84
11684,310295828,117087103,Inactive,0,,,-0.85
11685,310295927,117087197,Inactive,0,,,-0.85
11686,310299741,117090799,Inactive,0,,,-0.85
11687,310301969,117092914,Inactive,0,,,-0.85
11688,310301970,117092915,Inactive,0,,,-0.85
11689,310302336,117093256,Inactive,0,,,-0.85
11690,310287951,117079717,Inactive,0,,,-0.85
11691,310293291,15009547,Inactive,0,,,-0.85
11692,310288053,117079809,Inactive,0,,,-0.86
11693,310288893,117080607,Inactive,0,,,-0.86
11694,310286612,117078408,Inactive,0,,,-0.86
11695,310286849,68562576,Inactive,0,,,-0.86
11696,310284160,117075393,Inactive,0,,,-0.86
11697,310284538,117075930,Inactive,0,,,-0.86
11698,310297501,117088672,Inactive,0,,,-0.86
11699,310295690,117086978,Inactive,0,,,-0.86
11700,310289983,117081652,Inactive,0,,,-0.87
11701,310290770,117082384,Inactive,0,,,-0.87
11702,310300788,117091797,Inactive,0,,,-0.87
11703,310299499,117090569,Inactive,0,,,-0.87
11704,310301781,117092738,Inactive,0,,,-0.87
11705,310293240,117084687,Inactive,0,,,-0.87
11706,310287238,117079074,Inactive,0,,,-0.87
11707,310287708,117079498,Inactive,0,,,-0.87
11708,310287158,117078998,Inactive,0,,,-0.87
11709,310292932,117084406,Inactive,0,,,-0.87
11710,310293133,117084590,Inactive,0,,,-0.87
11711,310283539,117074852,Inactive,0,,,-0.88
11712,310285084,117076414,Inactive,0,,,-0.88
11713,310284433,117075773,Inactive,0,,,-0.88
11714,310291771,117083316,Inactive,0,,,-0.88
11715,310291389,117082957,Inactive,0,,,-0.88
11716,310282359,117073358,Inactive,0,,,-0.88
11717,310295926,117087196,Inactive,0,,,-0.88
11718,310297357,117088534,Inactive,0,,,-0.88
11719,310298849,117089946,Inactive,0,,,-0.88
11720,310290586,117082212,Inactive,0,,,-0.88
11721,310296936,117088138,Inactive,0,,,-0.89
11722,310302817,117093703,Inactive,0,,,-0.89
11723,310302615,117093516,Inactive,0,,,-0.89
11724,310300147,117091183,Inactive,0,,,-0.89
11725,310301581,117092552,Inactive,0,,,-0.89
11726,310302487,117093396,Inactive,0,,,-0.89
11727,310301623,46065633,Inactive,0,,,-0.89
11728,310298204,117089336,Inactive,0,,,-0.89
11729,310288761,117080484,Inactive,0,,,-0.89
11730,310294502,117085872,Inactive,0,,,-0.89
11731,310288981,117080693,Inactive,0,,,-0.89
11732,310289552,117081237,Inactive,0,,,-0.89
11733,310289031,117080741,Inactive,0,,,-0.89
11734,310292461,117083966,Inactive,0,,,-0.89
11735,310292992,117084460,Inactive,0,,,-0.89
11736,310283413,117074694,Inactive,0,,,-0.9
11737,310303699,117094530,Inactive,0,,,-0.9
11738,310295371,117086675,Inactive,0,,,-0.9
11739,310298493,117089611,Inactive,0,,,-0.91
11740,310298309,117089436,Inactive,0,,,-0.91
11741,310300228,117091262,Inactive,0,,,-0.91
11742,310298998,117090089,Inactive,0,,,-0.91
11743,310287211,117079049,Inactive,0,,,-0.91
11744,310287666,117079459,Inactive,0,,,-0.91
11745,310288829,117080547,Inactive,0,,,-0.91
11746,310288546,117080275,Inactive,0,,,-0.91
11747,310288992,117080704,Inactive,0,,,-0.91
11748,310286234,117077801,Inactive,0,,,-0.91
11749,310292220,117083731,Inactive,0,,,-0.91
11750,310292283,117083793,Inactive,0,,,-0.91
11751,310292910,117084387,Inactive,0,,,-0.91
11752,310283538,117074851,Inactive,0,,,-0.91
11753,310283087,117074174,Inactive,0,,,-0.91
11754,310303765,117094589,Inactive,0,,,-0.91
11755,310298185,117089319,Inactive,0,,,-0.92
11756,310292495,117083994,Inactive,0,,,-0.92
11757,310291396,117082963,Inactive,0,,,-0.92
11758,310292255,50956839,Inactive,0,,,-0.92
11759,310290276,117081923,Inactive,0,,,-0.92
11760,310297603,117088768,Inactive,0,,,-0.93
11761,310296734,117087949,Inactive,0,,,-0.93
11762,310296890,117088095,Inactive,0,,,-0.93
11763,310302849,117093735,Inactive,0,,,-0.93
11764,310300782,117091791,Inactive,0,,,-0.93
11765,310302031,117092975,Inactive,0,,,-0.93
11766,310301238,117092225,Inactive,0,,,-0.93
11767,310289305,117081001,Inactive,0,,,-0.93
11768,310293813,117085221,Inactive,0,,,-0.93
11769,310284249,117075514,Inactive,0,,,-0.93
11770,310284854,117076212,Inactive,0,,,-0.93
11771,310295613,117086903,Inactive,0,,,-0.94
11772,310292484,117083985,Inactive,0,,,-0.94
11773,310290752,117082369,Inactive,0,,,-0.94
11774,310290920,117082523,Inactive,0,,,-0.94
11775,310296606,117087829,Inactive,0,,,-0.94
11776,310302638,117093538,Inactive,0,,,-0.94
11777,310302392,117093309,Inactive,0,,,-0.94
11778,310298023,117089161,Inactive,0,,,-0.95
11779,310286358,117077982,Inactive,0,,,-0.95
11780,310286047,117077545,Inactive,0,,,-0.95
11781,310294265,117085650,Inactive,0,,,-0.95
11782,310297090,117088281,Inactive,0,,,-0.95
11783,310285476,117076952,Inactive,0,,,-0.95
11784,310282752,117073839,Inactive,0,,,-0.95
11785,310295994,117087259,Inactive,0,,,-0.96
11786,310295363,117086668,Inactive,0,,,-0.96
11787,310289190,117080894,Inactive,0,,,-0.96
11788,310290366,42845332,Inactive,0,,,-0.96
11789,310289320,117081016,Inactive,0,,,-0.96
11790,310297737,117088895,Inactive,0,,,-0.96
11791,310296884,117088089,Inactive,0,,,-0.96
11792,310296751,62172329,Inactive,0,,,-0.96
11793,310302171,117093101,Inactive,0,,,-0.96
11794,310302284,117093206,Inactive,0,,,-0.96
11795,310287528,117079340,Inactive,0,,,-0.96
11796,310291513,117083074,Inactive,0,,,-0.96
11797,310294861,117086199,Inactive,0,,,-0.97
11798,310282699,59427263,Inactive,0,,,-0.97
11799,310303365,117094216,Inactive,0,,,-0.97
11800,310295108,117086429,Inactive,0,,,-0.98
11801,310290823,117082434,Inactive,0,,,-0.98
11802,310296728,117087943,Inactive,0,,,-0.98
11803,310303671,31482783,Inactive,0,,,-0.98
11804,310299940,117090989,Inactive,0,,,-0.98
11805,310299402,80832604,Inactive,0,,,-0.98
11806,310289304,117081000,Inactive,0,,,-0.98
11807,310289433,80794344,Inactive,0,,,-0.98
11808,310300745,117091755,Inactive,0,,,-0.98
11809,310291163,117082742,Inactive,0,,,-0.99
11810,310292492,117083992,Inactive,0,,,-0.99
11811,310282802,117073876,Inactive,0,,,-0.99
11812,310282034,117072747,Inactive,0,,,-0.99
11813,310294994,117086319,Inactive,0,,,-0.99
11814,310303296,117094150,Inactive,0,,,-0.99
11815,310284490,117075851,Inactive,0,,,-0.99
11816,310283721,58155042,Inactive,0,,,-0.99
11817,310295476,117086774,Inactive,0,,,-1
11818,310291769,117083314,Inactive,0,,,-1
11819,310285621,117077134,Inactive,0,,,-1
11820,310288152,117079900,Inactive,0,,,-1
11821,310282691,117073790,Inactive,0,,,-1.01
11822,310291826,84486611,Inactive,0,,,-1.01
11823,310285643,117077158,Inactive,0,,,-1.02
11824,310286244,117077816,Inactive,0,,,-1.02
11825,310287869,117079642,Inactive,0,,,-1.02
11826,310297796,117088952,Inactive,0,,,-1.02
11827,310289716,117081395,Inactive,0,,,-1.02
11828,310283958,117075163,Inactive,0,,,-1.02
11829,310300032,117091077,Inactive,0,,,-1.02
11830,310303587,117094426,Inactive,0,,,-1.02
11831,310283211,117074393,Inactive,0,,,-1.03
11832,310291951,117083486,Inactive,0,,,-1.03
11833,310286072,117077585,Inactive,0,,,-1.03
11834,310290359,117081995,Inactive,0,,,-1.04
11835,310287731,117079517,Inactive,0,,,-1.04
11836,310296769,117087981,Inactive,0,,,-1.04
11837,310296634,117087854,Inactive,0,,,-1.04
11838,310296250,117087499,Inactive,0,,,-1.04
11839,310292783,117084267,Inactive,0,,,-1.04
11840,310303052,117093922,Inactive,0,,,-1.04
11841,310300112,117091152,Inactive,0,,,-1.04
11842,310283213,117074395,Inactive,0,,,-1.04
11843,310294356,117085735,Inactive,0,,,-1.05
11844,310301959,90509760,Inactive,0,,,-1.05
11845,310302977,117093856,Inactive,0,,,-1.05
11846,310293056,117084519,Inactive,0,,,-1.05
11847,310293981,117085376,Inactive,0,,,-1.05
11848,310292878,117084357,Inactive,0,,,-1.05
11849,310291782,117083326,Inactive,0,,,-1.05
11850,310298498,117089616,Inactive,0,,,-1.06
11851,310299697,117090758,Inactive,0,,,-1.06
11852,310297823,117088978,Inactive,0,,,-1.06
11853,310287020,117078847,Inactive,0,,,-1.06
11854,310291910,117083445,Inactive,0,,,-1.06
11855,310300181,117091217,Inactive,0,,,-1.06
11856,310283795,75365506,Inactive,0,,,-1.06
11857,310284466,117075819,Inactive,0,,,-1.06
11858,310293865,117085269,Inactive,0,,,-1.06
11859,310297699,117088861,Inactive,0,,,-1.07
11860,310291645,117083198,Inactive,0,,,-1.07
11861,310291213,117082788,Inactive,0,,,-1.07
11862,310287792,117079572,Inactive,0,,,-1.07
11863,310287640,117079437,Inactive,0,,,-1.07
11864,310289021,117080732,Inactive,0,,,-1.07
11865,310290922,117082525,Inactive,0,,,-1.07
11866,310299662,117090724,Inactive,0,,,-1.08
11867,310303031,117093901,Inactive,0,,,-1.08
11868,310303746,117094573,Inactive,0,,,-1.08
11869,310283375,117074655,Inactive,0,,,-1.08
11870,310303412,117094263,Inactive,0,,,-1.08
11871,310282818,59588096,Inactive,0,,,-1.08
11872,310300641,112913233,Inactive,0,,,-1.08
11873,310291482,80766923,Inactive,0,,,-1.08
11874,310293409,117084845,Inactive,0,,,-1.08
11875,310295281,117086592,Inactive,0,,,-1.09
11876,310288762,117080485,Inactive,0,,,-1.09
11877,310287444,117079264,Inactive,0,,,-1.09
11878,310282591,117073710,Inactive,0,,,-1.1
11879,310296220,117087473,Inactive,0,,,-1.1
11880,310296849,117088054,Inactive,0,,,-1.1
11881,310302634,117093534,Inactive,0,,,-1.1
11882,310303250,117094108,Inactive,0,,,-1.1
11883,310285902,117077412,Inactive,0,,,-1.1
11884,310294878,117086215,Inactive,0,,,-1.1
11885,310294624,117085982,Inactive,0,,,-1.1
11886,310292835,117084315,Inactive,0,,,-1.1
11887,310301093,117092087,Inactive,0,,,-1.11
11888,310285729,117077271,Inactive,0,,,-1.11
11889,310287260,117079093,Inactive,0,,,-1.11
11890,310290846,117082455,Inactive,0,,,-1.11
11891,310297122,117088312,Inactive,0,,,-1.11
11892,310298082,117089217,Inactive,0,,,-1.11
11893,310298758,117089860,Inactive,0,,,-1.11
11894,310282339,117073321,Inactive,0,,,-1.11
11895,310290134,117081794,Inactive,0,,,-1.12
11896,310296383,117087623,Inactive,0,,,-1.12
11897,310283578,59588186,Inactive,0,,,-1.12
11898,310282619,117073734,Inactive,0,,,-1.12
11899,310292114,117083635,Inactive,0,,,-1.12
11900,310290571,117082197,Inactive,0,,,-1.13
11901,310287166,117079006,Inactive,0,,,-1.13
11902,310295839,117087113,Inactive,0,,,-1.13
11903,310295409,117086710,Inactive,0,,,-1.13
11904,310290271,117081918,Inactive,0,,,-1.13
11905,310289163,117080867,Inactive,0,,,-1.13
11906,310288937,117080651,Inactive,0,,,-1.13
11907,310282484,117073583,Inactive,0,,,-1.13
11908,310282658,117073764,Inactive,0,,,-1.13
11909,310297518,117088688,Inactive,0,,,-1.13
11910,310303661,117094494,Inactive,0,,,-1.14
11911,310303809,117094631,Inactive,0,,,-1.14
11912,310282683,117073783,Inactive,0,,,-1.14
11913,310284499,117075866,Inactive,0,,,-1.14
11914,310300931,117091933,Inactive,0,,,-1.14
11915,310286539,117078275,Inactive,0,,,-1.14
11916,310286268,117077852,Inactive,0,,,-1.14
11917,310287249,112882332,Inactive,0,,,-1.15
11918,310291025,117082619,Inactive,0,,,-1.15
11919,310291483,117083044,Inactive,0,,,-1.15
11920,310290178,117081835,Inactive,0,,,-1.15
11921,310288442,117080175,Inactive,0,,,-1.15
11922,310282693,117073702,Inactive,0,,,-1.15
11923,310298111,117089246,Inactive,0,,,-1.15
11924,310296423,117087660,Inactive,0,,,-1.15
11925,310283938,117075149,Inactive,0,,,-1.16
11926,310285194,117076572,Inactive,0,,,-1.16
11927,310283077,117074156,Inactive,0,,,-1.16
11928,310300031,117091076,Inactive,0,,,-1.16
11929,310293203,117084654,Inactive,0,,,-1.16
11930,310294470,117085841,Inactive,0,,,-1.16
11931,310293946,117085345,Inactive,0,,,-1.16
11932,310298885,117089980,Inactive,0,,,-1.17
11933,310298792,117089891,Inactive,0,,,-1.17
11934,310295184,117086498,Inactive,0,,,-1.17
11935,310295704,117086989,Inactive,0,,,-1.17
11936,310295383,117086686,Inactive,0,,,-1.17
11937,310295768,46214699,Inactive,0,,,-1.17
11938,310290692,117082311,Inactive,0,,,-1.17
11939,310289029,117080740,Inactive,0,,,-1.17
11940,310282949,117073995,Inactive,0,,,-1.17
11941,310282104,117072885,Inactive,0,,,-1.17
11942,310291970,117083503,Inactive,0,,,-1.17
11943,310299789,117090846,Inactive,0,,,-1.17
11944,310299953,117091002,Inactive,0,,,-1.17
11945,310303590,117094429,Inactive,0,,,-1.17
11946,310291452,117083016,Inactive,0,,,-1.18
11947,310292900,117084377,Inactive,0,,,-1.18
11948,310288463,117080195,Inactive,0,,,-1.18
11949,310287639,117079436,Inactive,0,,,-1.18
11950,310287908,117079676,Inactive,0,,,-1.18
11951,310295961,117087228,Inactive,0,,,-1.18
11952,310297215,117088400,Inactive,0,,,-1.19
11953,310289423,117081115,Inactive,0,,,-1.19
11954,310303506,117094349,Inactive,0,,,-1.19
11955,310302382,117093299,Inactive,0,,,-1.19
11956,310285390,117076839,Inactive,0,,,-1.19
11957,310283676,117074960,Inactive,0,,,-1.19
11958,310286143,117077689,Inactive,0,,,-1.19
11959,310297385,117088561,Inactive,0,,,-1.2
11960,310297681,117088843,Inactive,0,,,-1.2
11961,310294477,117085848,Inactive,0,,,-1.2
11962,310287309,117079138,Inactive,0,,,-1.2
11963,310287126,117078967,Inactive,0,,,-1.2
11964,310292148,117083668,Inactive,0,,,-1.2
11965,310292426,117083932,Inactive,0,,,-1.2
11966,310291426,117082991,Inactive,0,,,-1.2
11967,310295118,117086438,Inactive,0,,,-1.2
11968,310302224,117093152,Inactive,0,,,-1.2
11969,310290676,117082296,Inactive,0,,,-1.2
11970,310289301,117080997,Inactive,0,,,-1.21
11971,310289740,117081419,Inactive,0,,,-1.21
11972,310297910,117089057,Inactive,0,,,-1.21
11973,310296249,117087498,Inactive,0,,,-1.21
11974,310286892,117078743,Inactive,0,,,-1.21
11975,310292445,117083951,Inactive,0,,,-1.21
11976,310285279,117076683,Inactive,0,,,-1.21
11977,310283200,117074372,Inactive,0,,,-1.21
11978,310297244,117088429,Inactive,0,,,-1.22
11979,310298809,117089907,Inactive,0,,,-1.22
11980,310292617,117084110,Inactive,0,,,-1.22
11981,310295589,117086880,Inactive,0,,,-1.22
11982,310282475,117073566,Inactive,0,,,-1.22
11983,310288510,117080241,Inactive,0,,,-1.22
11984,310302086,117093023,Inactive,0,,,-1.22
11985,310303372,117094223,Inactive,0,,,-1.23
11986,310297723,117088882,Inactive,0,,,-1.23
11987,310285324,117076736,Inactive,0,,,-1.23
11988,310291535,117083096,Inactive,0,,,-1.23
11989,310291908,117083443,Inactive,0,,,-1.23
11990,310287751,117079534,Inactive,0,,,-1.24
11991,310293478,117084908,Inactive,0,,,-1.24
11992,310295815,117087091,Inactive,0,,,-1.24
11993,310293305,45484952,Inactive,0,,,-1.24
11994,310297879,112887539,Inactive,0,,,-1.24
11995,310283288,117074527,Inactive,0,,,-1.24
11996,310283429,117074715,Inactive,0,,,-1.24
11997,310288112,117079863,Inactive,0,,,-1.24
11998,310289122,117080827,Inactive,0,,,-1.24
11999,310290205,117081858,Inactive,0,,,-1.24
12000,310301701,117092663,Inactive,0,,,-1.24
12001,310299947,117090996,Inactive,0,,,-1.24
12002,310303212,117094072,Inactive,0,,,-1.25
12003,310296421,112336547,Inactive,0,,,-1.25
12004,310303141,117094004,Inactive,0,,,-1.25
12005,310302668,117093565,Inactive,0,,,-1.25
12006,310287207,117079045,Inactive,0,,,-1.25
12007,310291850,117083390,Inactive,0,,,-1.26
12008,310292809,117084291,Inactive,0,,,-1.26
12009,310294905,117086241,Inactive,0,,,-1.26
12010,310300898,117091902,Inactive,0,,,-1.26
12011,310292661,117084150,Inactive,0,,,-1.26
12012,310282142,117072958,Inactive,0,,,-1.26
12013,310282033,117072745,Inactive,0,,,-1.26
12014,310295454,117086753,Inactive,0,,,-1.26
12015,310295164,4730723,Inactive,0,,,-1.26
12016,310288628,117080355,Inactive,0,,,-1.26
12017,310289198,117080902,Inactive,0,,,-1.26
12018,310299378,117090455,Inactive,0,,,-1.26
12019,310303331,117094184,Inactive,0,,,-1.27
12020,310284688,117076107,Inactive,0,,,-1.27
